"Time","data1 (aws) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","data1 (aws) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","data1 (aws) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","data1 (aws) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","data1 (aws) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","data1 (aws) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","data1 (aws) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","gateway1 (aws) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","gateway1 (aws) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","gateway1 (aws) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","gateway1 (aws) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","gateway1 (aws) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","gateway1 (aws) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","gateway1 (aws) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","worker1 (aws) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","worker1 (aws) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","worker1 (aws) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","worker1 (aws) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","worker1 (aws) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","worker1 (aws) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","worker1 (aws) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","worker3 (aws) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","worker3 (aws) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","worker3 (aws) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","worker3 (aws) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","worker3 (aws) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","worker3 (aws) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","worker3 (aws) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","worker4 (digital_ocean) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","worker4 (digital_ocean) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","worker4 (digital_ocean) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","worker4 (digital_ocean) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","worker4 (digital_ocean) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","worker4 (digital_ocean) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","worker6 (hyperstacks) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","worker6 (hyperstacks) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","worker6 (hyperstacks) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","worker6 (hyperstacks) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","worker6 (hyperstacks) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","worker6 (hyperstacks) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","scheduler (yorizon) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","scheduler (yorizon) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","scheduler (yorizon) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","scheduler (yorizon) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","scheduler (yorizon) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","scheduler (yorizon) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z"
2026-01-05 19:22:00,20.0 ms,97.9 ms,14.6 ms,111 ms,2.22 ms,0.474 ms,0.691 ms,22.6 ms,98.6 ms,14.3 ms,110 ms,1.32 ms,0.543 ms,0.551 ms,23.7 ms,99.3 ms,15.1 ms,136 ms,1.13 ms,1.05 ms,1.31 ms,23.0 ms,97.8 ms,14.1 ms,108 ms,1.15 ms,0.401 ms,0.858 ms,109 ms,37.2 ms,23.7 ms,20.0 ms,23.2 ms,22.6 ms,37.1 ms,97.9 ms,15.1 ms,14.6 ms,14.0 ms,152 ms,109 ms,97.7 ms,98.5 ms,97.9 ms,97.7 ms,98.8 ms
2026-01-05 19:24:00,21.2 ms,97.8 ms,14.4 ms,111 ms,1.09 ms,0.402 ms,0.771 ms,22.6 ms,98.6 ms,14.8 ms,110 ms,1.34 ms,0.600 ms,0.666 ms,23.9 ms,98.6 ms,14.9 ms,136 ms,1.12 ms,1.13 ms,1.39 ms,23.0 ms,97.7 ms,14.3 ms,108 ms,1.11 ms,0.460 ms,0.711 ms,109 ms,39.7 ms,24.1 ms,1.44 s,23.0 ms,22.8 ms,37.7 ms,98.0 ms,15.4 ms,17.6 ms,14.1 ms,14.4 ms,109 ms,97.7 ms,98.7 ms,97.8 ms,97.7 ms,98.7 ms
2026-01-05 19:26:00,18.9 ms,97.8 ms,16.1 ms,111 ms,3.32 ms,0.359 ms,0.910 ms,22.7 ms,98.6 ms,14.7 ms,110 ms,1.18 ms,0.617 ms,0.651 ms,23.8 ms,324 ms,15.6 ms,136 ms,1.10 ms,1.03 ms,1.42 ms,23.0 ms,97.7 ms,14.4 ms,108 ms,1.21 ms,0.480 ms,0.842 ms,109 ms,61.9 ms,23.8 ms,20.1 ms,23.3 ms,22.8 ms,37.0 ms,111 ms,14.9 ms,14.6 ms,14.3 ms,14.2 ms,109 ms,98.0 ms,98.7 ms,97.8 ms,97.8 ms,98.8 ms
2026-01-05 19:28:00,18.8 ms,97.8 ms,14.2 ms,111 ms,1.21 ms,0.382 ms,0.835 ms,22.6 ms,98.7 ms,14.5 ms,110 ms,1.29 ms,0.661 ms,0.669 ms,24.0 ms,98.6 ms,14.9 ms,136 ms,1.00 ms,1.01 ms,1.25 ms,23.0 ms,97.7 ms,15.3 ms,108 ms,1.06 ms,0.381 ms,0.726 ms,109 ms,37.4 ms,24.0 ms,18.9 ms,23.3 ms,23.1 ms,37.4 ms,98.0 ms,14.9 ms,14.0 ms,14.6 ms,14.4 ms,109 ms,97.8 ms,98.5 ms,97.8 ms,97.7 ms,98.8 ms
2026-01-05 19:30:00,18.8 ms,97.8 ms,16.0 ms,111 ms,1.10 ms,0.432 ms,0.800 ms,22.6 ms,98.6 ms,14.6 ms,110 ms,1.41 ms,0.683 ms,0.750 ms,24.1 ms,98.6 ms,14.8 ms,136 ms,1.10 ms,1.02 ms,1.40 ms,23.9 ms,97.8 ms,14.5 ms,108 ms,1.19 ms,0.404 ms,0.646 ms,109 ms,37.4 ms,24.1 ms,18.8 ms,23.5 ms,22.9 ms,37.4 ms,98.0 ms,15.1 ms,14.2 ms,14.3 ms,14.6 ms,109 ms,98.1 ms,98.5 ms,97.8 ms,97.9 ms,98.8 ms
2026-01-05 19:32:00,18.9 ms,97.8 ms,14.2 ms,111 ms,1.08 ms,0.569 ms,0.737 ms,22.6 ms,98.7 ms,14.5 ms,110 ms,1.39 ms,0.636 ms,0.804 ms,26.2 ms,98.7 ms,14.9 ms,136 ms,1.23 ms,1.21 ms,1.30 ms,23.1 ms,97.9 ms,14.4 ms,108 ms,1.23 ms,0.429 ms,0.720 ms,109 ms,37.3 ms,23.9 ms,18.8 ms,23.1 ms,22.7 ms,38.1 ms,99.2 ms,15.1 ms,14.2 ms,14.2 ms,20.7 ms,109 ms,98.0 ms,98.5 ms,97.9 ms,97.7 ms,98.8 ms
2026-01-05 19:34:00,18.8 ms,97.8 ms,14.3 ms,111 ms,0.997 ms,0.372 ms,0.730 ms,22.7 ms,98.7 ms,14.4 ms,110 ms,1.32 ms,0.715 ms,0.620 ms,27.5 ms,98.6 ms,14.7 ms,136 ms,1.04 ms,1.00 ms,1.42 ms,23.1 ms,97.7 ms,14.2 ms,108 ms,1.14 ms,0.574 ms,0.861 ms,109 ms,37.7 ms,24.3 ms,18.8 ms,23.3 ms,22.8 ms,37.6 ms,130 ms,14.8 ms,14.2 ms,14.2 ms,14.6 ms,109 ms,98.0 ms,98.7 ms,98.0 ms,97.7 ms,98.8 ms
2026-01-05 19:36:00,19.6 ms,97.7 ms,14.1 ms,111 ms,1.16 ms,0.462 ms,0.731 ms,22.6 ms,98.7 ms,15.2 ms,110 ms,1.38 ms,0.568 ms,0.651 ms,23.9 ms,98.5 ms,14.7 ms,136 ms,0.992 ms,1.01 ms,1.23 ms,23.1 ms,97.7 ms,19.0 ms,108 ms,1.06 ms,0.399 ms,0.643 ms,109 ms,37.2 ms,23.8 ms,5.79 s,23.0 ms,22.7 ms,37.3 ms,98.1 ms,14.8 ms,14.1 ms,17.6 ms,14.6 ms,109 ms,97.8 ms,98.5 ms,97.9 ms,97.7 ms,98.8 ms
2026-01-05 19:38:00,20.5 ms,97.8 ms,14.1 ms,111 ms,1.28 ms,0.513 ms,0.692 ms,22.6 ms,98.6 ms,14.4 ms,110 ms,1.44 ms,0.570 ms,0.785 ms,24.0 ms,98.6 ms,14.8 ms,136 ms,0.983 ms,1.08 ms,3.98 ms,23.1 ms,97.7 ms,14.2 ms,108 ms,1.09 ms,0.458 ms,0.678 ms,109 ms,37.6 ms,24.1 ms,20.4 ms,23.0 ms,22.8 ms,37.4 ms,97.8 ms,14.9 ms,14.2 ms,14.1 ms,14.7 ms,109 ms,97.8 ms,98.5 ms,97.8 ms,97.7 ms,98.8 ms
2026-01-05 19:40:00,19.8 ms,97.8 ms,14.2 ms,111 ms,1.28 ms,0.543 ms,0.706 ms,22.6 ms,98.5 ms,14.8 ms,110 ms,1.27 ms,0.493 ms,0.585 ms,23.7 ms,98.6 ms,14.9 ms,136 ms,1.11 ms,1.10 ms,1.25 ms,23.0 ms,97.7 ms,14.2 ms,108 ms,1.12 ms,0.386 ms,0.645 ms,109 ms,37.6 ms,23.9 ms,19.0 ms,23.0 ms,22.7 ms,37.4 ms,98.8 ms,15.1 ms,14.1 ms,14.1 ms,14.2 ms,109 ms,97.9 ms,98.5 ms,97.8 ms,97.7 ms,98.7 ms
2026-01-05 19:42:00,19.4 ms,97.8 ms,14.2 ms,111 ms,0.976 ms,0.537 ms,0.678 ms,22.6 ms,98.6 ms,14.4 ms,110 ms,1.42 ms,0.518 ms,0.817 ms,24.1 ms,98.6 ms,15.1 ms,136 ms,0.930 ms,9.79 ms,1.48 ms,23.1 ms,98.0 ms,14.2 ms,108 ms,5.32 ms,0.495 ms,0.643 ms,109 ms,37.0 ms,24.1 ms,1.48 s,23.0 ms,22.6 ms,37.8 ms,139 ms,15.0 ms,14.5 ms,14.2 ms,14.3 ms,109 ms,98.1 ms,98.6 ms,97.8 ms,97.7 ms,98.7 ms
2026-01-05 19:44:00,19.8 ms,97.8 ms,14.2 ms,111 ms,0.979 ms,0.384 ms,0.736 ms,22.6 ms,98.6 ms,14.2 ms,110 ms,1.33 ms,0.629 ms,0.605 ms,23.7 ms,98.6 ms,14.9 ms,136 ms,1.04 ms,1.12 ms,1.58 ms,22.9 ms,97.8 ms,14.2 ms,108 ms,1.14 ms,0.454 ms,0.705 ms,109 ms,37.4 ms,24.2 ms,4.01 s,23.0 ms,22.8 ms,37.6 ms,98.0 ms,15.0 ms,14.2 ms,14.1 ms,14.4 ms,109 ms,97.9 ms,98.6 ms,97.9 ms,97.8 ms,98.7 ms
2026-01-05 19:46:00,19.1 ms,97.8 ms,14.4 ms,111 ms,0.955 ms,0.627 ms,0.685 ms,22.7 ms,98.6 ms,14.3 ms,110 ms,1.24 ms,0.568 ms,0.637 ms,23.8 ms,98.7 ms,14.9 ms,136 ms,1.02 ms,1.14 ms,1.30 ms,23.0 ms,97.8 ms,14.1 ms,108 ms,1.16 ms,0.438 ms,0.748 ms,109 ms,37.1 ms,23.7 ms,19.1 ms,22.9 ms,22.6 ms,37.1 ms,97.9 ms,16.0 ms,14.1 ms,14.1 ms,14.4 ms,109 ms,97.8 ms,98.7 ms,98.0 ms,97.8 ms,98.8 ms
2026-01-05 19:48:00,19.1 ms,97.9 ms,14.4 ms,111 ms,0.962 ms,0.608 ms,0.658 ms,22.7 ms,98.7 ms,14.2 ms,110 ms,1.45 ms,0.551 ms,0.632 ms,23.9 ms,98.5 ms,15.0 ms,136 ms,1.05 ms,1.10 ms,1.34 ms,23.1 ms,98.0 ms,15.0 ms,108 ms,1.13 ms,0.418 ms,0.681 ms,109 ms,37.6 ms,24.0 ms,19.0 ms,23.1 ms,22.7 ms,37.2 ms,99.9 ms,15.1 ms,14.2 ms,14.0 ms,14.4 ms,109 ms,97.9 ms,98.7 ms,97.8 ms,97.8 ms,98.8 ms
2026-01-05 19:50:00,20.0 ms,97.9 ms,14.3 ms,111 ms,0.905 ms,0.410 ms,0.657 ms,22.6 ms,98.6 ms,14.7 ms,110 ms,1.31 ms,0.515 ms,0.654 ms,24.1 ms,98.6 ms,15.0 ms,136 ms,1.01 ms,1.10 ms,1.40 ms,23.0 ms,97.8 ms,13.9 ms,108 ms,1.12 ms,0.442 ms,0.749 ms,109 ms,37.6 ms,24.0 ms,19.9 ms,22.9 ms,22.8 ms,37.2 ms,98.0 ms,14.9 ms,15.2 ms,14.0 ms,14.3 ms,109 ms,97.8 ms,98.6 ms,97.8 ms,97.8 ms,98.7 ms
2026-01-05 19:52:00,21.3 ms,97.8 ms,14.1 ms,111 ms,0.978 ms,0.490 ms,0.728 ms,22.7 ms,98.7 ms,14.4 ms,110 ms,1.42 ms,0.554 ms,0.725 ms,24.0 ms,98.5 ms,15.2 ms,136 ms,1.13 ms,1.01 ms,1.45 ms,23.2 ms,97.7 ms,13.9 ms,108 ms,1.49 ms,0.415 ms,0.649 ms,109 ms,37.3 ms,23.9 ms,5.79 s,23.0 ms,22.6 ms,37.0 ms,97.9 ms,14.9 ms,14.2 ms,13.9 ms,14.2 ms,109 ms,98.0 ms,98.6 ms,97.8 ms,97.9 ms,98.7 ms
2026-01-05 19:54:00,18.9 ms,97.8 ms,14.4 ms,111 ms,1.01 ms,0.502 ms,0.698 ms,22.7 ms,98.7 ms,14.3 ms,110 ms,1.43 ms,0.662 ms,0.845 ms,24.0 ms,98.6 ms,14.9 ms,136 ms,1.12 ms,1.01 ms,1.42 ms,23.4 ms,97.8 ms,14.1 ms,108 ms,1.30 ms,0.542 ms,0.663 ms,109 ms,37.5 ms,24.0 ms,19.0 ms,23.3 ms,22.6 ms,37.4 ms,97.7 ms,15.0 ms,14.1 ms,13.9 ms,14.5 ms,109 ms,97.9 ms,98.6 ms,97.8 ms,97.7 ms,98.8 ms
2026-01-05 19:56:00,19.2 ms,97.8 ms,14.5 ms,111 ms,1.08 ms,0.626 ms,0.701 ms,22.7 ms,98.7 ms,14.2 ms,110 ms,1.33 ms,0.630 ms,0.621 ms,24.1 ms,98.6 ms,14.8 ms,136 ms,1.00 ms,1.03 ms,1.47 ms,23.1 ms,97.8 ms,13.9 ms,108 ms,1.29 ms,0.429 ms,0.678 ms,109 ms,37.1 ms,24.2 ms,19.2 ms,23.0 ms,22.8 ms,37.1 ms,97.8 ms,14.8 ms,15.3 ms,13.9 ms,14.2 ms,109 ms,98.1 ms,98.6 ms,97.8 ms,97.7 ms,98.7 ms
2026-01-05 19:58:00,20.4 ms,97.8 ms,14.5 ms,111 ms,1.04 ms,0.627 ms,0.660 ms,22.6 ms,98.7 ms,14.1 ms,110 ms,1.37 ms,0.589 ms,0.568 ms,23.8 ms,98.6 ms,15.1 ms,136 ms,1.01 ms,1.11 ms,1.25 ms,23.1 ms,97.8 ms,14.6 ms,108 ms,1.09 ms,0.474 ms,0.667 ms,109 ms,37.3 ms,23.8 ms,20.4 ms,23.0 ms,22.8 ms,37.2 ms,98.0 ms,15.1 ms,14.2 ms,14.0 ms,14.3 ms,109 ms,97.8 ms,98.8 ms,97.8 ms,97.8 ms,98.7 ms
2026-01-05 20:00:00,19.8 ms,97.8 ms,14.8 ms,111 ms,1.19 ms,0.377 ms,0.784 ms,23.0 ms,98.7 ms,14.2 ms,110 ms,1.40 ms,0.604 ms,0.619 ms,23.7 ms,98.6 ms,62.9 ms,136 ms,1.22 ms,1.13 ms,1.41 ms,23.0 ms,97.8 ms,14.1 ms,108 ms,1.08 ms,0.483 ms,0.628 ms,109 ms,37.3 ms,24.1 ms,19.8 ms,23.2 ms,22.6 ms,37.2 ms,97.7 ms,14.8 ms,15.2 ms,13.9 ms,14.2 ms,109 ms,98.0 ms,98.6 ms,98.1 ms,97.7 ms,98.9 ms
2026-01-05 20:02:00,18.9 ms,97.8 ms,14.8 ms,111 ms,1.17 ms,0.394 ms,0.765 ms,22.6 ms,98.9 ms,14.4 ms,110 ms,1.31 ms,0.604 ms,0.697 ms,23.9 ms,98.6 ms,15.0 ms,136 ms,1.22 ms,1.13 ms,1.52 ms,23.1 ms,97.8 ms,14.3 ms,108 ms,1.16 ms,0.452 ms,0.825 ms,109 ms,37.3 ms,24.0 ms,18.9 ms,23.3 ms,22.7 ms,37.1 ms,97.9 ms,15.1 ms,14.3 ms,14.1 ms,14.3 ms,109 ms,97.7 ms,98.7 ms,97.9 ms,97.9 ms,98.8 ms
2026-01-05 20:04:00,19.5 ms,97.9 ms,14.4 ms,111 ms,1.36 ms,0.324 ms,0.730 ms,22.5 ms,98.7 ms,14.3 ms,110 ms,1.44 ms,0.649 ms,0.639 ms,23.9 ms,98.6 ms,15.1 ms,136 ms,1.26 ms,1.27 ms,1.54 ms,23.3 ms,97.7 ms,14.7 ms,108 ms,1.42 ms,0.524 ms,0.685 ms,109 ms,37.3 ms,23.9 ms,19.6 ms,23.1 ms,22.6 ms,37.3 ms,98.0 ms,15.1 ms,14.2 ms,14.0 ms,14.5 ms,110 ms,98.6 ms,98.6 ms,97.8 ms,97.7 ms,98.7 ms
2026-01-05 20:06:00,18.8 ms,98.0 ms,14.2 ms,111 ms,1.02 ms,0.433 ms,0.774 ms,22.6 ms,98.7 ms,14.3 ms,110 ms,1.43 ms,0.619 ms,0.571 ms,23.8 ms,98.6 ms,15.4 ms,136 ms,1.19 ms,1.31 ms,1.55 ms,23.1 ms,97.7 ms,14.1 ms,108 ms,1.19 ms,0.484 ms,0.680 ms,109 ms,37.4 ms,24.0 ms,18.9 ms,23.4 ms,22.8 ms,37.3 ms,98.0 ms,15.1 ms,14.1 ms,14.4 ms,14.6 ms,109 ms,97.9 ms,98.5 ms,97.8 ms,97.7 ms,98.7 ms
2026-01-05 20:08:00,19.0 ms,98.7 ms,14.3 ms,111 ms,1.06 ms,0.554 ms,0.743 ms,22.9 ms,98.9 ms,14.8 ms,110 ms,1.42 ms,0.634 ms,0.653 ms,24.0 ms,98.8 ms,15.1 ms,136 ms,0.999 ms,1.00 ms,1.64 ms,23.4 ms,98.6 ms,14.1 ms,108 ms,1.14 ms,0.529 ms,0.745 ms,109 ms,37.4 ms,24.2 ms,19.0 ms,23.6 ms,22.9 ms,37.5 ms,98.1 ms,15.0 ms,14.4 ms,14.2 ms,14.7 ms,109 ms,98.3 ms,98.7 ms,97.8 ms,97.8 ms,98.8 ms
2026-01-05 20:10:00,18.6 ms,98.8 ms,14.3 ms,111 ms,1.11 ms,0.428 ms,0.772 ms,22.7 ms,98.9 ms,15.0 ms,110 ms,1.58 ms,0.590 ms,0.631 ms,23.9 ms,98.9 ms,15.1 ms,136 ms,1.09 ms,1.60 ms,1.54 ms,23.7 ms,98.6 ms,14.1 ms,108 ms,1.88 ms,0.419 ms,0.621 ms,109 ms,37.4 ms,24.1 ms,18.7 ms,23.2 ms,22.8 ms,37.5 ms,98.3 ms,15.3 ms,14.0 ms,14.1 ms,14.3 ms,110 ms,98.9 ms,98.6 ms,98.7 ms,98.7 ms,99.0 ms
2026-01-05 20:12:00,18.9 ms,98.8 ms,14.1 ms,111 ms,1.11 ms,0.428 ms,0.714 ms,22.6 ms,98.9 ms,14.5 ms,110 ms,1.39 ms,0.610 ms,0.645 ms,24.5 ms,99.8 ms,15.3 ms,136 ms,1.06 ms,1.10 ms,1.61 ms,23.4 ms,98.6 ms,14.2 ms,108 ms,0.983 ms,0.539 ms,0.708 ms,109 ms,55.0 ms,24.2 ms,18.9 ms,23.1 ms,22.7 ms,53.0 ms,98.1 ms,15.1 ms,14.1 ms,14.2 ms,14.9 ms,110 ms,98.0 ms,98.6 ms,98.8 ms,98.6 ms,99.0 ms
2026-01-05 20:14:00,20.2 ms,98.7 ms,14.2 ms,111 ms,1.09 ms,0.457 ms,0.737 ms,22.9 ms,99.0 ms,14.5 ms,110 ms,1.24 ms,0.644 ms,0.595 ms,23.8 ms,99.7 ms,15.1 ms,136 ms,1.03 ms,0.989 ms,1.44 ms,23.2 ms,98.6 ms,14.3 ms,108 ms,1.03 ms,0.419 ms,0.644 ms,109 ms,37.6 ms,23.8 ms,20.0 ms,23.2 ms,22.6 ms,37.5 ms,98.0 ms,15.5 ms,14.1 ms,14.2 ms,14.6 ms,109 ms,98.0 ms,99.8 ms,98.7 ms,98.8 ms,98.9 ms
2026-01-05 20:16:00,19.1 ms,98.8 ms,14.3 ms,111 ms,0.973 ms,0.478 ms,0.705 ms,22.6 ms,98.9 ms,14.4 ms,110 ms,1.52 ms,0.638 ms,0.593 ms,23.8 ms,99.7 ms,15.6 ms,136 ms,1.07 ms,1.04 ms,1.37 ms,23.3 ms,98.6 ms,14.5 ms,108 ms,1.09 ms,0.436 ms,0.717 ms,109 ms,37.3 ms,23.7 ms,19.1 ms,23.2 ms,22.6 ms,37.5 ms,98.1 ms,15.1 ms,14.3 ms,14.2 ms,14.9 ms,109 ms,97.8 ms,99.7 ms,98.7 ms,98.6 ms,99.0 ms
2026-01-05 20:18:00,19.6 ms,98.7 ms,14.1 ms,111 ms,0.997 ms,0.605 ms,0.731 ms,22.9 ms,98.9 ms,14.5 ms,110 ms,1.52 ms,0.680 ms,0.666 ms,24.0 ms,99.8 ms,15.0 ms,136 ms,1.15 ms,1.23 ms,1.51 ms,23.3 ms,98.6 ms,14.4 ms,108 ms,1.23 ms,0.434 ms,0.769 ms,109 ms,37.1 ms,23.9 ms,19.2 ms,23.3 ms,22.8 ms,38.1 ms,97.9 ms,16.8 ms,14.2 ms,14.2 ms,14.5 ms,109 ms,97.9 ms,99.6 ms,98.7 ms,98.7 ms,99.0 ms
2026-01-05 20:20:00,19.4 ms,98.8 ms,14.1 ms,111 ms,1.01 ms,0.488 ms,0.642 ms,22.6 ms,98.8 ms,14.4 ms,110 ms,1.28 ms,0.639 ms,0.621 ms,23.9 ms,99.8 ms,15.1 ms,136 ms,1.17 ms,1.09 ms,1.51 ms,23.1 ms,98.6 ms,14.6 ms,108 ms,1.15 ms,0.470 ms,0.645 ms,109 ms,37.1 ms,23.9 ms,19.2 ms,23.3 ms,22.7 ms,38.1 ms,97.9 ms,15.3 ms,14.2 ms,14.1 ms,14.4 ms,109 ms,97.9 ms,99.8 ms,98.7 ms,98.6 ms,98.9 ms
2026-01-05 20:22:00,18.9 ms,97.8 ms,14.2 ms,111 ms,1.08 ms,0.437 ms,0.730 ms,22.6 ms,98.7 ms,14.5 ms,110 ms,1.37 ms,0.610 ms,0.638 ms,23.8 ms,98.8 ms,15.1 ms,136 ms,1.19 ms,1.02 ms,1.41 ms,23.2 ms,97.7 ms,14.2 ms,108 ms,1.12 ms,0.487 ms,0.706 ms,109 ms,37.1 ms,23.8 ms,19.0 ms,23.3 ms,22.9 ms,37.3 ms,120 ms,15.0 ms,14.2 ms,14.2 ms,17.9 ms,109 ms,97.9 ms,99.6 ms,98.7 ms,98.6 ms,99.0 ms
2026-01-05 20:24:00,18.8 ms,97.9 ms,15.1 ms,111 ms,1.13 ms,0.386 ms,0.710 ms,22.7 ms,98.7 ms,14.3 ms,110 ms,1.23 ms,0.602 ms,0.623 ms,23.8 ms,98.7 ms,14.9 ms,136 ms,1.05 ms,1.04 ms,1.29 ms,23.0 ms,97.7 ms,15.0 ms,108 ms,1.02 ms,0.410 ms,0.795 ms,109 ms,37.2 ms,23.8 ms,1.61 s,23.0 ms,22.7 ms,37.1 ms,97.9 ms,15.1 ms,18.3 ms,14.1 ms,14.1 ms,109 ms,97.7 ms,98.6 ms,97.8 ms,97.7 ms,98.7 ms
2026-01-05 20:26:00,18.9 ms,97.8 ms,15.7 ms,111 ms,1.19 ms,0.471 ms,0.737 ms,22.7 ms,98.8 ms,14.5 ms,110 ms,1.31 ms,0.604 ms,0.610 ms,23.8 ms,98.8 ms,15.0 ms,136 ms,1.08 ms,1.14 ms,1.45 ms,23.1 ms,97.7 ms,14.5 ms,108 ms,1.30 ms,0.392 ms,0.674 ms,109 ms,36.9 ms,23.9 ms,18.7 ms,23.1 ms,22.8 ms,36.8 ms,98.1 ms,15.2 ms,14.2 ms,14.4 ms,14.5 ms,109 ms,97.8 ms,98.6 ms,97.9 ms,97.8 ms,98.7 ms
2026-01-05 20:28:00,19.1 ms,97.9 ms,14.0 ms,111 ms,0.999 ms,0.412 ms,0.660 ms,22.7 ms,98.7 ms,14.9 ms,110 ms,1.52 ms,0.633 ms,0.659 ms,25.4 ms,98.6 ms,15.1 ms,136 ms,1.13 ms,1.28 ms,2.05 ms,23.1 ms,97.8 ms,14.3 ms,108 ms,1.54 ms,0.452 ms,0.745 ms,109 ms,37.2 ms,24.3 ms,19.1 ms,23.1 ms,22.7 ms,38.3 ms,98.0 ms,15.6 ms,15.3 ms,14.5 ms,14.5 ms,109 ms,97.8 ms,98.6 ms,97.8 ms,97.7 ms,98.7 ms
