"Time","data1 (aws) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","data1 (aws) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","data1 (aws) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","data1 (aws) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","data1 (aws) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","data1 (aws) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","data1 (aws) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","gateway1 (aws) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","gateway1 (aws) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","gateway1 (aws) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","gateway1 (aws) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","gateway1 (aws) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","gateway1 (aws) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","gateway1 (aws) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","worker1 (aws) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","worker1 (aws) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","worker1 (aws) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","worker1 (aws) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","worker1 (aws) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","worker1 (aws) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","worker1 (aws) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","worker3 (aws) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","worker3 (aws) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","worker3 (aws) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","worker3 (aws) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","worker3 (aws) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","worker3 (aws) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","worker3 (aws) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","worker4 (digital_ocean) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","worker4 (digital_ocean) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","worker4 (digital_ocean) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","worker4 (digital_ocean) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","worker4 (digital_ocean) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","worker4 (digital_ocean) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","worker6 (hyperstacks) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","worker6 (hyperstacks) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","worker6 (hyperstacks) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","worker6 (hyperstacks) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","worker6 (hyperstacks) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","worker6 (hyperstacks) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","scheduler (yorizon) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","scheduler (yorizon) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","scheduler (yorizon) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","scheduler (yorizon) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","scheduler (yorizon) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","scheduler (yorizon) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","scheduler (yorizon) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z"
2026-01-03 20:15:00,20.0 ms,98.8 ms,14.4 ms,,1.04 ms,0.589 ms,0.774 ms,22.7 ms,98.8 ms,15.3 ms,,1.40 ms,0.570 ms,0.550 ms,23.6 ms,98.5 ms,14.8 ms,,0.969 ms,0.997 ms,1.37 ms,23.0 ms,98.6 ms,14.4 ms,,1.15 ms,0.688 ms,0.706 ms,109 ms,38.4 ms,23.6 ms,2.46 s,23.1 ms,22.7 ms,38.1 ms,98.6 ms,14.7 ms,14.3 ms,14.7 ms,15.8 ms,109 ms,98.7 ms,,98.6 ms,98.9 ms,98.7 ms,98.9 ms
2026-01-03 20:20:00,19.7 ms,97.9 ms,14.4 ms,,1.07 ms,0.559 ms,0.747 ms,22.8 ms,98.8 ms,15.5 ms,,1.41 ms,0.635 ms,0.604 ms,23.7 ms,98.6 ms,14.6 ms,,0.983 ms,1.02 ms,1.42 ms,23.1 ms,97.7 ms,14.8 ms,,1.00 ms,0.362 ms,0.620 ms,109 ms,38.0 ms,23.6 ms,19.5 ms,23.0 ms,22.7 ms,38.1 ms,99.3 ms,15.4 ms,14.6 ms,14.5 ms,15.2 ms,109 ms,100.0 ms,,98.7 ms,98.0 ms,97.7 ms,98.7 ms
2026-01-03 20:25:00,19.0 ms,98.8 ms,14.6 ms,,1.18 ms,0.678 ms,0.645 ms,22.8 ms,98.7 ms,15.2 ms,,1.47 ms,0.563 ms,0.730 ms,23.7 ms,98.6 ms,15.2 ms,,1.04 ms,0.999 ms,1.59 ms,23.1 ms,98.6 ms,14.5 ms,,1.18 ms,0.385 ms,0.792 ms,109 ms,37.9 ms,23.7 ms,2.33 s,23.2 ms,22.7 ms,37.8 ms,98.7 ms,14.8 ms,14.5 ms,14.5 ms,15.2 ms,109 ms,98.8 ms,,98.6 ms,98.8 ms,98.7 ms,98.8 ms
2026-01-03 20:30:00,19.2 ms,97.8 ms,14.4 ms,,1.10 ms,0.690 ms,0.730 ms,22.6 ms,98.5 ms,15.3 ms,,1.51 ms,0.649 ms,0.647 ms,23.6 ms,98.6 ms,14.8 ms,,1.12 ms,1.10 ms,1.53 ms,23.0 ms,97.8 ms,14.4 ms,,1.07 ms,0.350 ms,0.741 ms,109 ms,37.8 ms,23.8 ms,2.67 s,23.1 ms,22.8 ms,37.8 ms,99.1 ms,14.7 ms,14.6 ms,14.3 ms,14.9 ms,109 ms,98.9 ms,,98.6 ms,97.8 ms,97.7 ms,98.8 ms
2026-01-03 20:35:00,18.9 ms,97.8 ms,14.7 ms,,1.11 ms,0.602 ms,0.738 ms,22.8 ms,98.6 ms,15.4 ms,,1.33 ms,0.652 ms,0.867 ms,23.6 ms,98.6 ms,15.0 ms,,1.20 ms,1.16 ms,1.51 ms,24.1 ms,97.8 ms,14.6 ms,,1.05 ms,0.585 ms,0.925 ms,109 ms,38.4 ms,24.1 ms,18.9 ms,23.5 ms,22.9 ms,38.1 ms,98.7 ms,14.6 ms,17.3 ms,14.4 ms,15.2 ms,109 ms,98.7 ms,,98.7 ms,97.9 ms,97.9 ms,98.7 ms
2026-01-03 20:40:00,19.2 ms,97.7 ms,14.9 ms,,0.996 ms,0.681 ms,0.707 ms,22.9 ms,98.6 ms,14.8 ms,,1.26 ms,0.708 ms,0.567 ms,23.9 ms,98.6 ms,64.4 ms,,1.13 ms,1.24 ms,1.41 ms,23.4 ms,97.7 ms,60.7 ms,,1.28 ms,0.706 ms,0.734 ms,109 ms,38.2 ms,23.8 ms,19.0 ms,23.1 ms,23.0 ms,38.1 ms,98.6 ms,15.1 ms,14.4 ms,75.1 ms,15.1 ms,109 ms,98.7 ms,,98.6 ms,97.8 ms,97.7 ms,98.7 ms
2026-01-03 20:45:00,18.9 ms,97.7 ms,14.9 ms,,1.06 ms,0.723 ms,0.723 ms,22.8 ms,98.6 ms,15.0 ms,,1.68 ms,0.572 ms,0.674 ms,23.7 ms,98.6 ms,15.0 ms,,1.14 ms,0.990 ms,1.36 ms,23.3 ms,97.7 ms,15.3 ms,,0.997 ms,0.402 ms,0.788 ms,109 ms,37.8 ms,24.1 ms,18.9 ms,23.3 ms,23.1 ms,37.8 ms,98.9 ms,15.0 ms,14.3 ms,14.5 ms,15.1 ms,109 ms,98.4 ms,,98.6 ms,97.9 ms,97.8 ms,98.8 ms
2026-01-03 20:50:00,18.8 ms,97.9 ms,14.3 ms,,0.979 ms,0.675 ms,0.814 ms,23.1 ms,98.6 ms,15.4 ms,,1.28 ms,0.733 ms,0.620 ms,23.9 ms,98.6 ms,14.8 ms,,0.993 ms,1.14 ms,1.30 ms,23.7 ms,97.7 ms,14.8 ms,,1.14 ms,0.506 ms,0.944 ms,109 ms,37.9 ms,23.8 ms,18.8 ms,23.5 ms,23.1 ms,37.5 ms,98.4 ms,14.6 ms,14.1 ms,14.4 ms,15.1 ms,109 ms,98.8 ms,,98.6 ms,97.9 ms,97.7 ms,98.7 ms
2026-01-03 20:55:00,19.8 ms,97.8 ms,14.4 ms,,1.05 ms,0.588 ms,0.684 ms,22.6 ms,98.7 ms,15.2 ms,,1.48 ms,0.846 ms,0.601 ms,24.0 ms,98.7 ms,15.7 ms,,1.05 ms,1.19 ms,1.44 ms,23.0 ms,97.7 ms,14.8 ms,,1.30 ms,0.412 ms,0.721 ms,109 ms,38.0 ms,23.9 ms,2.21 s,23.1 ms,22.6 ms,37.7 ms,98.6 ms,15.2 ms,14.7 ms,14.8 ms,23.5 ms,109 ms,98.6 ms,,98.6 ms,97.8 ms,97.7 ms,98.7 ms
2026-01-03 21:00:00,18.8 ms,97.9 ms,14.3 ms,,1.46 ms,0.597 ms,0.712 ms,22.7 ms,98.6 ms,15.2 ms,,1.24 ms,0.557 ms,0.649 ms,23.7 ms,98.7 ms,24.1 ms,,1.17 ms,1.11 ms,1.33 ms,23.0 ms,97.8 ms,14.9 ms,,1.12 ms,0.514 ms,0.770 ms,109 ms,37.9 ms,23.6 ms,18.8 ms,23.0 ms,22.9 ms,37.9 ms,98.6 ms,22.7 ms,14.2 ms,14.7 ms,15.0 ms,109 ms,98.7 ms,,98.6 ms,97.8 ms,97.7 ms,98.7 ms
2026-01-03 21:05:00,19.4 ms,97.9 ms,14.4 ms,,1.24 ms,0.602 ms,0.739 ms,22.9 ms,98.7 ms,15.4 ms,,1.31 ms,0.804 ms,0.568 ms,24.0 ms,98.6 ms,14.9 ms,,1.18 ms,1.05 ms,1.27 ms,23.4 ms,97.9 ms,14.6 ms,,1.04 ms,0.440 ms,0.980 ms,109 ms,38.3 ms,23.8 ms,19.3 ms,23.5 ms,23.1 ms,38.5 ms,98.5 ms,15.8 ms,14.4 ms,14.3 ms,15.1 ms,109 ms,98.6 ms,,98.6 ms,98.0 ms,97.7 ms,98.8 ms
2026-01-03 21:10:00,19.2 ms,97.8 ms,14.4 ms,,1.45 ms,0.342 ms,0.929 ms,23.0 ms,98.6 ms,15.4 ms,,1.29 ms,0.683 ms,0.562 ms,24.3 ms,99.8 ms,14.8 ms,,1.37 ms,1.33 ms,1.59 ms,23.3 ms,97.7 ms,21.9 ms,,1.03 ms,0.316 ms,0.615 ms,109 ms,37.6 ms,23.8 ms,19.3 ms,23.2 ms,22.7 ms,38.2 ms,98.5 ms,14.8 ms,14.4 ms,21.0 ms,15.2 ms,109 ms,98.8 ms,,99.9 ms,97.8 ms,98.0 ms,98.7 ms
2026-01-03 21:15:00,18.9 ms,97.8 ms,14.9 ms,,1.55 ms,0.664 ms,0.728 ms,22.6 ms,98.6 ms,15.6 ms,,1.60 ms,0.563 ms,0.666 ms,23.8 ms,98.5 ms,14.9 ms,,1.14 ms,1.00 ms,1.26 ms,23.2 ms,97.7 ms,18.8 ms,,1.01 ms,0.529 ms,0.919 ms,109 ms,38.0 ms,23.7 ms,18.9 ms,23.3 ms,22.7 ms,38.4 ms,99.9 ms,26.9 ms,14.7 ms,18.2 ms,15.1 ms,109 ms,98.8 ms,,98.8 ms,97.9 ms,97.7 ms,98.8 ms
2026-01-03 21:20:00,19.2 ms,98.8 ms,14.6 ms,,1.03 ms,0.494 ms,0.758 ms,22.6 ms,98.7 ms,15.2 ms,,1.66 ms,0.940 ms,0.650 ms,23.6 ms,98.6 ms,14.9 ms,,1.17 ms,0.983 ms,1.27 ms,23.0 ms,98.6 ms,14.6 ms,,1.08 ms,0.537 ms,0.742 ms,109 ms,38.3 ms,23.7 ms,19.6 ms,23.0 ms,22.7 ms,37.9 ms,98.7 ms,14.9 ms,14.5 ms,14.9 ms,15.2 ms,109 ms,101 ms,,98.6 ms,98.9 ms,98.7 ms,98.7 ms
2026-01-03 21:25:00,18.7 ms,97.8 ms,14.9 ms,,1.71 ms,0.492 ms,0.792 ms,22.7 ms,98.9 ms,15.4 ms,,1.55 ms,0.586 ms,0.513 ms,23.8 ms,98.8 ms,14.9 ms,,1.07 ms,1.25 ms,1.42 ms,23.3 ms,97.7 ms,15.3 ms,,1.19 ms,0.538 ms,0.668 ms,109 ms,38.4 ms,23.7 ms,18.8 ms,23.2 ms,22.8 ms,38.4 ms,99.0 ms,14.9 ms,15.9 ms,15.4 ms,15.2 ms,109 ms,107 ms,,98.8 ms,97.9 ms,97.8 ms,99.1 ms
2026-01-03 21:30:00,18.8 ms,97.9 ms,14.4 ms,,1.49 ms,0.478 ms,0.747 ms,22.7 ms,98.7 ms,15.1 ms,,1.47 ms,0.613 ms,0.664 ms,24.0 ms,98.6 ms,21.6 ms,,1.03 ms,1.10 ms,1.28 ms,23.2 ms,97.8 ms,14.6 ms,,1.14 ms,0.531 ms,0.942 ms,109 ms,37.9 ms,23.8 ms,19.0 ms,23.4 ms,23.1 ms,38.0 ms,98.5 ms,14.9 ms,14.2 ms,14.6 ms,15.0 ms,109 ms,98.9 ms,,98.8 ms,97.9 ms,97.9 ms,98.8 ms
2026-01-03 21:35:00,19.2 ms,97.9 ms,14.8 ms,,1.73 ms,0.576 ms,0.631 ms,22.8 ms,98.7 ms,15.2 ms,,1.35 ms,0.652 ms,0.561 ms,23.7 ms,98.6 ms,14.8 ms,,1.04 ms,1.09 ms,1.30 ms,23.1 ms,98.0 ms,14.5 ms,,1.18 ms,0.629 ms,0.728 ms,109 ms,37.9 ms,23.8 ms,19.1 ms,23.7 ms,22.9 ms,37.5 ms,98.7 ms,14.7 ms,14.3 ms,14.5 ms,15.1 ms,109 ms,98.7 ms,,98.5 ms,97.8 ms,97.9 ms,98.7 ms
2026-01-03 21:40:00,19.0 ms,97.8 ms,14.4 ms,,1.24 ms,0.625 ms,0.789 ms,22.8 ms,98.9 ms,15.1 ms,,1.40 ms,0.623 ms,0.629 ms,23.6 ms,98.6 ms,16.6 ms,,1.15 ms,1.11 ms,1.38 ms,23.4 ms,97.9 ms,27.3 ms,,1.12 ms,0.484 ms,0.749 ms,109 ms,38.3 ms,23.8 ms,19.0 ms,23.5 ms,22.7 ms,38.5 ms,98.6 ms,64.2 ms,14.2 ms,14.8 ms,15.5 ms,109 ms,99.5 ms,,98.6 ms,97.9 ms,97.7 ms,98.9 ms
2026-01-03 21:45:00,19.7 ms,98.9 ms,14.4 ms,,1.07 ms,0.358 ms,0.811 ms,22.7 ms,98.7 ms,15.1 ms,,1.55 ms,0.657 ms,0.752 ms,23.6 ms,98.7 ms,14.7 ms,,1.04 ms,0.986 ms,1.46 ms,23.1 ms,98.6 ms,21.4 ms,,1.00 ms,0.414 ms,0.930 ms,109 ms,37.8 ms,23.6 ms,3.89 s,23.0 ms,22.7 ms,38.1 ms,98.6 ms,15.5 ms,14.4 ms,14.9 ms,16.5 ms,109 ms,99.1 ms,,98.6 ms,98.9 ms,98.6 ms,98.7 ms
2026-01-03 21:50:00,19.0 ms,97.9 ms,14.3 ms,,1.83 ms,0.617 ms,0.797 ms,22.8 ms,98.8 ms,15.3 ms,,1.43 ms,0.782 ms,0.610 ms,23.7 ms,99.7 ms,15.1 ms,,1.04 ms,1.08 ms,1.46 ms,23.0 ms,97.9 ms,14.9 ms,,1.08 ms,0.315 ms,0.758 ms,109 ms,39.7 ms,24.0 ms,18.9 ms,23.3 ms,23.1 ms,37.9 ms,98.7 ms,15.1 ms,14.3 ms,14.6 ms,15.1 ms,109 ms,99.9 ms,,99.9 ms,97.9 ms,97.7 ms,98.8 ms
2026-01-03 21:55:00,19.0 ms,98.2 ms,71.5 ms,,1.03 ms,0.306 ms,0.834 ms,22.7 ms,99.0 ms,15.5 ms,,1.31 ms,0.895 ms,0.783 ms,23.8 ms,98.9 ms,14.9 ms,,1.15 ms,0.986 ms,1.43 ms,23.1 ms,97.9 ms,15.3 ms,,1.01 ms,0.674 ms,0.788 ms,109 ms,37.7 ms,24.1 ms,19.0 ms,23.0 ms,22.9 ms,37.5 ms,100 ms,14.8 ms,14.2 ms,14.7 ms,15.4 ms,109 ms,98.9 ms,,98.7 ms,97.8 ms,97.9 ms,98.9 ms
2026-01-03 22:00:00,18.9 ms,98.1 ms,14.4 ms,,1.31 ms,0.626 ms,0.877 ms,22.8 ms,99.0 ms,18.0 ms,,1.61 ms,0.700 ms,0.607 ms,24.0 ms,98.9 ms,16.2 ms,,1.06 ms,1.03 ms,1.37 ms,24.5 ms,97.8 ms,14.2 ms,,1.06 ms,0.493 ms,0.708 ms,109 ms,37.9 ms,24.0 ms,18.9 ms,24.4 ms,23.0 ms,37.8 ms,98.9 ms,15.0 ms,14.9 ms,14.3 ms,15.0 ms,109 ms,98.6 ms,,99.0 ms,98.1 ms,97.9 ms,99.0 ms
2026-01-03 22:05:00,19.2 ms,97.8 ms,14.7 ms,,3.75 ms,0.688 ms,0.812 ms,22.9 ms,99.0 ms,14.9 ms,,1.47 ms,0.604 ms,0.800 ms,23.9 ms,98.6 ms,14.9 ms,,1.11 ms,1.20 ms,1.52 ms,23.1 ms,97.7 ms,14.6 ms,,0.979 ms,0.492 ms,0.734 ms,109 ms,38.2 ms,23.7 ms,19.2 ms,23.4 ms,22.6 ms,38.0 ms,98.5 ms,14.9 ms,14.6 ms,14.6 ms,15.3 ms,109 ms,119 ms,,98.8 ms,97.8 ms,97.9 ms,99.0 ms
2026-01-03 22:10:00,20.8 ms,99.0 ms,14.4 ms,,1.04 ms,0.417 ms,0.768 ms,22.6 ms,98.9 ms,15.2 ms,,1.39 ms,0.540 ms,0.609 ms,23.9 ms,98.7 ms,22.3 ms,,1.13 ms,0.980 ms,1.37 ms,23.1 ms,98.8 ms,14.4 ms,,1.00 ms,0.538 ms,0.678 ms,109 ms,37.7 ms,23.7 ms,20.9 ms,23.0 ms,23.0 ms,37.4 ms,107 ms,24.4 ms,14.5 ms,14.6 ms,14.9 ms,109 ms,98.9 ms,,99.0 ms,98.8 ms,98.8 ms,98.7 ms
2026-01-03 22:15:00,18.6 ms,97.9 ms,14.3 ms,,1.53 ms,0.450 ms,0.803 ms,22.7 ms,98.7 ms,15.1 ms,,1.40 ms,0.671 ms,0.718 ms,23.6 ms,98.8 ms,14.7 ms,,1.25 ms,0.990 ms,3.22 ms,23.3 ms,97.7 ms,14.3 ms,,1.10 ms,0.614 ms,0.664 ms,110 ms,38.3 ms,23.8 ms,18.8 ms,23.0 ms,22.7 ms,37.7 ms,102 ms,15.1 ms,14.4 ms,14.6 ms,15.1 ms,109 ms,98.7 ms,,98.6 ms,97.8 ms,97.7 ms,98.9 ms
2026-01-03 22:20:00,19.1 ms,98.1 ms,14.2 ms,,1.11 ms,0.481 ms,0.713 ms,22.7 ms,99.0 ms,15.0 ms,,1.32 ms,0.845 ms,0.607 ms,23.8 ms,98.9 ms,18.8 ms,,1.10 ms,1.01 ms,1.39 ms,23.2 ms,98.0 ms,15.1 ms,,1.06 ms,0.459 ms,0.643 ms,110 ms,43.4 ms,23.9 ms,19.2 ms,23.1 ms,22.9 ms,43.7 ms,98.8 ms,19.5 ms,15.0 ms,14.8 ms,15.3 ms,109 ms,98.9 ms,,98.6 ms,98.2 ms,97.9 ms,99.0 ms
2026-01-03 22:25:00,19.0 ms,97.8 ms,14.5 ms,,1.21 ms,0.431 ms,0.921 ms,22.6 ms,99.0 ms,15.2 ms,,1.37 ms,0.650 ms,0.721 ms,23.7 ms,98.6 ms,15.3 ms,,1.17 ms,1.10 ms,1.42 ms,23.2 ms,97.9 ms,14.5 ms,,1.17 ms,0.628 ms,0.854 ms,109 ms,37.6 ms,23.8 ms,18.8 ms,23.0 ms,22.9 ms,37.9 ms,98.8 ms,14.8 ms,14.7 ms,14.5 ms,15.0 ms,109 ms,98.8 ms,,98.6 ms,98.0 ms,98.1 ms,98.9 ms
2026-01-03 22:30:00,19.7 ms,97.9 ms,14.6 ms,,1.06 ms,0.487 ms,0.713 ms,22.6 ms,98.8 ms,15.0 ms,,1.64 ms,0.871 ms,0.619 ms,23.9 ms,98.7 ms,15.1 ms,,1.46 ms,0.985 ms,1.25 ms,23.1 ms,97.8 ms,14.6 ms,,1.09 ms,0.397 ms,0.692 ms,109 ms,38.2 ms,23.8 ms,18.9 ms,25.0 ms,22.9 ms,38.1 ms,99.0 ms,15.0 ms,14.5 ms,14.7 ms,15.4 ms,110 ms,98.8 ms,,98.9 ms,98.1 ms,97.9 ms,98.7 ms
2026-01-03 22:35:00,19.4 ms,98.1 ms,14.4 ms,,1.04 ms,0.653 ms,0.782 ms,22.7 ms,98.9 ms,15.1 ms,,1.34 ms,0.697 ms,0.868 ms,24.0 ms,98.8 ms,14.7 ms,,1.42 ms,1.02 ms,1.70 ms,23.3 ms,97.7 ms,14.5 ms,,1.10 ms,0.489 ms,0.810 ms,109 ms,38.5 ms,24.0 ms,19.5 ms,23.0 ms,22.7 ms,38.0 ms,99.1 ms,15.2 ms,14.3 ms,14.3 ms,15.2 ms,109 ms,99.4 ms,,98.9 ms,97.9 ms,97.9 ms,99.0 ms
2026-01-03 22:40:00,18.8 ms,98.8 ms,14.5 ms,,1.04 ms,0.647 ms,0.752 ms,22.6 ms,98.8 ms,15.2 ms,,1.48 ms,0.790 ms,0.612 ms,24.1 ms,99.8 ms,15.1 ms,,1.01 ms,1.02 ms,1.55 ms,23.2 ms,98.8 ms,14.8 ms,,1.00 ms,0.591 ms,0.648 ms,110 ms,37.8 ms,24.4 ms,19.1 ms,23.3 ms,23.1 ms,37.7 ms,98.7 ms,14.6 ms,14.3 ms,15.3 ms,15.3 ms,109 ms,99.0 ms,,99.9 ms,98.8 ms,98.7 ms,99.0 ms
2026-01-03 22:45:00,18.7 ms,99.1 ms,14.2 ms,,1.27 ms,0.502 ms,0.713 ms,22.7 ms,98.7 ms,15.2 ms,,1.46 ms,0.662 ms,0.575 ms,24.1 ms,98.8 ms,14.7 ms,,1.14 ms,1.03 ms,1.33 ms,25.8 ms,98.6 ms,14.5 ms,,1.13 ms,0.669 ms,0.668 ms,110 ms,38.2 ms,24.1 ms,18.8 ms,23.4 ms,23.0 ms,38.2 ms,98.7 ms,14.7 ms,14.4 ms,14.5 ms,15.0 ms,110 ms,98.6 ms,,98.6 ms,98.9 ms,98.8 ms,98.8 ms
2026-01-03 22:50:00,18.9 ms,98.1 ms,14.3 ms,,2.66 ms,0.622 ms,0.775 ms,23.1 ms,98.7 ms,64.3 ms,,1.55 ms,0.785 ms,0.575 ms,23.6 ms,99.0 ms,14.7 ms,,0.991 ms,1.91 ms,1.38 ms,23.4 ms,97.9 ms,14.6 ms,,1.17 ms,0.415 ms,0.585 ms,109 ms,38.5 ms,24.1 ms,19.0 ms,24.0 ms,23.2 ms,38.3 ms,98.8 ms,14.8 ms,14.2 ms,14.3 ms,17.0 ms,110 ms,98.7 ms,,99.0 ms,97.9 ms,97.7 ms,99.0 ms
2026-01-03 22:55:00,18.8 ms,98.0 ms,14.3 ms,,1.24 ms,0.696 ms,0.779 ms,23.3 ms,98.7 ms,15.1 ms,,1.53 ms,0.749 ms,0.610 ms,23.7 ms,98.8 ms,15.1 ms,,1.03 ms,1.11 ms,1.37 ms,26.5 ms,98.0 ms,14.4 ms,,1.05 ms,0.365 ms,0.641 ms,109 ms,37.9 ms,23.8 ms,18.9 ms,24.4 ms,22.7 ms,37.7 ms,105 ms,21.1 ms,14.3 ms,14.3 ms,22.3 ms,110 ms,98.7 ms,,99.0 ms,98.1 ms,98.0 ms,99.0 ms
2026-01-03 23:00:00,19.0 ms,98.0 ms,14.6 ms,,1.21 ms,0.636 ms,0.708 ms,22.9 ms,98.9 ms,15.1 ms,,1.37 ms,0.832 ms,0.624 ms,23.6 ms,98.6 ms,14.7 ms,,1.26 ms,1.07 ms,1.33 ms,24.0 ms,97.7 ms,14.6 ms,,1.07 ms,0.560 ms,0.671 ms,109 ms,39.2 ms,23.8 ms,19.0 ms,24.6 ms,23.0 ms,39.2 ms,98.9 ms,14.7 ms,16.6 ms,14.3 ms,15.0 ms,109 ms,98.8 ms,,99.2 ms,98.0 ms,97.7 ms,98.8 ms
2026-01-03 23:05:00,18.8 ms,97.9 ms,14.3 ms,,1.03 ms,0.709 ms,0.771 ms,23.3 ms,99.0 ms,15.4 ms,,1.60 ms,0.654 ms,0.685 ms,23.7 ms,98.6 ms,15.8 ms,,1.01 ms,1.05 ms,7.34 ms,23.2 ms,97.8 ms,14.8 ms,,1.03 ms,0.402 ms,0.660 ms,109 ms,42.2 ms,23.9 ms,18.9 ms,23.3 ms,22.8 ms,41.8 ms,99.2 ms,17.1 ms,14.5 ms,14.3 ms,15.1 ms,109 ms,99.2 ms,,98.9 ms,98.1 ms,97.8 ms,99.0 ms
2026-01-03 23:10:00,18.8 ms,98.0 ms,14.5 ms,,1.04 ms,0.497 ms,0.731 ms,23.2 ms,98.9 ms,15.0 ms,,1.36 ms,0.532 ms,0.613 ms,23.6 ms,98.6 ms,19.9 ms,,1.02 ms,0.971 ms,1.44 ms,23.3 ms,98.0 ms,14.5 ms,,1.03 ms,0.536 ms,0.690 ms,109 ms,41.4 ms,23.7 ms,18.7 ms,24.5 ms,22.9 ms,38.9 ms,98.5 ms,14.7 ms,14.3 ms,14.3 ms,15.1 ms,110 ms,98.8 ms,,99.0 ms,97.8 ms,98.0 ms,98.7 ms
